convnetRun_5849.out	CNNModel	CHEMBL5077	RMSprop	0.005	20	128	0	0.6	0	0	0.98	0.97	0.99	0.98	0.98	65	1	81	1	1	0.98	0.97	0.99	0.98	0.98	65	1	81	1	1	0.98	0.97	0.99	0.98	0.98	65	1	81	1	1	0.98	0.97	0.99	0.98	0.98	59	1	87	1	1	0.98	0.97	0.99	0.98	0.98	59	1	87	1	1	0.98	0.97	0.99	0.98	0.98	59	1	87	1	1
convnetRun_1526.out	ImageNetInceptionV2	CHEMBL221	RMSprop	0.0005	5	0	0	0.6	0	0	0.98	0.97	0.98	0.99	0.97	131	1	153	4	1	0.98	0.97	0.98	0.99	0.97	131	1	153	4	1	0.98	0.97	0.98	0.99	0.97	131	1	153	4	1	0.98	0.96	0.98	0.99	0.96	133	1	150	5	1	0.98	0.96	0.98	0.99	0.96	133	1	150	5	1	0.98	0.96	0.98	0.99	0.96	133	1	150	5	1
convnetRun_8183.out	AlexNetModel	CHEMBL5077	RMSprop	0.01	40	2048	2048	0.6	0	0	0.98	0.97	0.99	0.98	0.98	61	1	93	1	1	0.98	0.97	0.99	0.98	0.98	61	1	93	1	1	0.98	0.97	0.99	0.98	0.98	61	1	93	1	1	0.99	0.97	0.99	0.99	0.99	69	1	85	1	1	0.99	0.97	0.99	0.99	0.99	69	1	85	1	1	0.99	0.97	0.99	0.99	0.99	69	1	85	1	1
convnetRun_532.out	ImageNetInceptionV2	CHEMBL5077	RMSprop	0.01	5	0	0	0.5	0	0	0.98	0.97	0.99	0.98	0.98	62	1	87	1	1	0.98	0.97	0.99	0.98	0.98	62	1	87	1	1	0.98	0.97	0.99	0.98	0.98	62	1	87	1	1	0.99	0.97	0.99	0.99	0.99	71	1	78	1	1	0.99	0.97	0.99	0.99	0.99	71	1	78	1	1	0.99	0.97	0.99	0.99	0.99	71	1	78	1	1
convnetRun_5707.out	AlexNetModel	CHEMBL5077	RMSprop	0.01	20	2048	2048	0.5	0	0	0.98	0.97	0.99	0.98	0.98	63	1	79	1	1	0.98	0.97	0.99	0.98	0.98	63	1	79	1	1	0.98	0.97	0.99	0.98	0.98	63	1	79	1	1	0.98	0.97	0.99	0.98	0.98	65	1	77	1	1	0.98	0.97	0.99	0.98	0.98	65	1	77	1	1	0.98	0.97	0.99	0.98	0.98	65	1	77	1	1
convnetRun_819.out	CNNModel	CHEMBL5077	adam	0.01	5	32	0	0.8	0	0	0.98	0.97	0.98	0.98	0.98	60	1	70	1	1	0.98	0.97	0.98	0.98	0.98	60	1	70	1	1	0.98	0.97	0.98	0.98	0.98	60	1	70	1	1	0.98	0.97	0.98	0.98	0.98	57	1	73	1	1	0.98	0.97	0.98	0.98	0.98	57	1	73	1	1	0.98	0.97	0.98	0.98	0.98	57	1	73	1	1
convnetRun_5678.out	AlexNetModel	CHEMBL5077	adam	0.01	20	2048	2048	0.6	0	0	0.98	0.97	0.99	0.98	0.98	57	1	83	1	1	0.98	0.97	0.99	0.98	0.98	57	1	83	1	1	0.98	0.97	0.99	0.98	0.98	57	1	83	1	1	0.98	0.97	0.99	0.98	0.98	58	1	82	1	1	0.98	0.97	0.99	0.98	0.98	58	1	82	1	1	0.98	0.97	0.99	0.98	0.98	58	1	82	1	1
convnetRun_17360.out	ImageNetInceptionV2	CHEMBL3638364	RMSprop	0.001	40	0	0	0.6	1	0	0.98	0.96	0.98	0.97	0.99	214	6	194	3	0.48	0.98	0.96	0.98	0.97	0.99	214	6	194	3	0.48	0.98	0.96	0.98	0.98	0.98	213	5	195	4	0.56	0.97	0.94	0.97	0.96	0.98	225	9	179	4	0.38	0.97	0.94	0.97	0.96	0.98	225	9	179	4	0.38	0.97	0.94	0.97	0.97	0.98	224	8	180	5	0.5
convnetRun_17329.out	ImageNetInceptionV2	CHEMBL3638364	adam	0.001	40	0	0	0.5	1	0	0.98	0.96	0.98	0.99	0.97	214	3	199	6	0.95	0.98	0.96	0.98	0.99	0.97	213	2	200	7	0.96	0.98	0.96	0.98	0.99	0.97	213	2	200	7	0.96	0.99	0.98	0.99	0.99	1	230	3	188	1	0.95	0.99	0.98	0.99	0.99	1	230	3	188	1	0.95	0.99	0.98	0.99	0.99	0.99	229	2	189	2	0.98
convnetRun_14890.out	ImageNetInceptionV2	CHEMBL3638364	RMSprop	0.0005	20	0	0	0.5	1	0	0.98	0.96	0.98	1	0.97	233	1	178	8	1	0.98	0.96	0.98	1	0.97	233	1	178	8	1	0.98	0.96	0.98	1	0.97	233	1	178	8	1	0.97	0.93	0.96	1	0.94	215	1	190	14	1	0.97	0.93	0.96	1	0.94	215	1	190	14	1	0.97	0.93	0.96	1	0.94	215	1	190	14	1
convnetRun_14874.out	ImageNetInceptionV2	CHEMBL3638364	momentum	0.01	20	0	0	0.8	1	0	0.98	0.96	0.98	1	0.97	215	1	196	7	1	0.98	0.96	0.98	1	0.97	215	1	196	7	1	0.98	0.96	0.98	1	0.97	215	1	196	7	1	0.98	0.96	0.98	1	0.96	216	1	194	8	1	0.98	0.96	0.98	1	0.96	216	1	194	8	1	0.98	0.96	0.98	1	0.96	216	1	194	8	1
convnetRun_17337.out	ImageNetInceptionV2	CHEMBL3638364	adam	0.0005	40	0	0	0.8	1	0	0.98	0.95	0.97	0.99	0.97	230	3	179	8	0.2	0.98	0.95	0.97	0.99	0.97	230	3	179	8	0.2	0.98	0.95	0.97	0.99	0.97	230	3	179	8	0.2	0.97	0.94	0.97	0.97	0.97	221	6	186	7	0.13	0.97	0.94	0.97	0.99	0.96	218	3	189	10	0.47	0.97	0.94	0.97	0.99	0.96	218	3	189	10	0.47
convnetRun_17361.out	ImageNetInceptionV2	CHEMBL3638364	RMSprop	0.001	40	0	0	0.8	1	0	0.98	0.95	0.98	0.98	0.98	233	5	176	5	0.97	0.98	0.95	0.98	0.98	0.98	233	5	176	5	0.97	0.98	0.95	0.98	0.98	0.98	233	5	176	5	0.97	0.98	0.96	0.98	0.98	0.98	229	5	181	4	0.87	0.98	0.96	0.98	0.99	0.97	227	3	183	6	0.96	0.98	0.96	0.98	0.99	0.97	227	3	183	6	0.96
convnetRun_17347.out	ImageNetInceptionV2	CHEMBL3638364	momentum	0.01	40	0	0	0.5	1	0	0.98	0.95	0.97	0.98	0.97	227	5	178	6	0.03	0.98	0.95	0.97	0.98	0.97	227	5	178	6	0.03	0.98	0.95	0.97	0.98	0.97	227	5	178	6	0.03	0.98	0.96	0.98	0.98	0.98	215	4	192	5	0.02	0.98	0.96	0.98	0.99	0.97	213	2	194	7	0.05	0.98	0.96	0.98	0.99	0.97	213	2	194	7	0.05
convnetRun_17764.out	CNNModel	CHEMBL3638364	RMSprop	0.001	40	256	0	0.5	1	0	0.97	0.95	0.97	1	0.95	207	1	202	10	1	0.97	0.95	0.97	1	0.95	207	1	202	10	1	0.97	0.95	0.97	1	0.95	207	1	202	10	1	0.96	0.92	0.96	0.99	0.93	198	1	205	16	1	0.96	0.92	0.96	0.99	0.93	198	1	205	16	1	0.96	0.92	0.96	0.99	0.93	198	1	205	16	1
convnetRun_17359.out	ImageNetInceptionV2	CHEMBL3638364	RMSprop	0.001	40	0	0	0.5	1	0	0.97	0.94	0.97	0.98	0.96	214	5	193	8	0.96	0.97	0.94	0.97	0.98	0.96	214	5	193	8	0.96	0.97	0.94	0.97	0.98	0.96	214	5	193	8	0.96	0.96	0.93	0.96	0.96	0.97	204	9	201	6	0.72	0.96	0.93	0.96	0.96	0.97	204	9	201	6	0.72	0.96	0.93	0.96	0.96	0.97	203	8	202	7	0.93
convnetRun_17366.out	ImageNetInceptionV2	CHEMBL3638364	RMSprop	0.0005	40	0	0	0.6	1	0	0.97	0.94	0.97	0.97	0.97	205	7	199	6	0.96	0.97	0.94	0.97	0.97	0.97	204	6	200	7	0.98	0.97	0.94	0.97	0.97	0.97	204	6	200	7	0.98	0.97	0.94	0.97	0.98	0.96	206	5	198	8	0.96	0.97	0.94	0.97	0.99	0.95	204	3	200	10	0.99	0.97	0.94	0.97	0.99	0.95	204	3	200	10	0.99
convnetRun_17340.out	ImageNetInceptionV2	CHEMBL3638364	adam	0.005	40	0	0	0.8	1	0	0.97	0.94	0.97	1	0.95	217	1	193	11	1	0.97	0.94	0.97	1	0.95	217	1	193	11	1	0.97	0.94	0.97	1	0.95	217	1	193	11	1	0.97	0.94	0.97	1	0.95	211	1	199	11	1	0.97	0.94	0.97	1	0.95	211	1	199	11	1	0.97	0.94	0.97	1	0.95	211	1	199	11	1
convnetRun_14886.out	ImageNetInceptionV2	CHEMBL3638364	RMSprop	0.001	20	0	0	0.8	1	0	0.97	0.94	0.97	1	0.95	216	1	191	12	1	0.97	0.94	0.97	1	0.95	216	1	191	12	1	0.97	0.94	0.97	1	0.95	216	1	191	12	1	0.98	0.96	0.98	1	0.96	219	1	192	8	1	0.98	0.96	0.98	1	0.96	219	1	192	8	1	0.98	0.96	0.98	1	0.96	219	1	192	8	1
convnetRun_17335.out	ImageNetInceptionV2	CHEMBL3638364	adam	0.0005	40	0	0	0.5	1	0	0.97	0.94	0.97	0.96	0.99	218	9	192	3	0.01	0.97	0.94	0.97	0.96	0.99	218	9	192	3	0.01	0.97	0.94	0.97	0.97	0.97	215	6	195	6	0.13	0.96	0.91	0.96	0.95	0.98	237	13	167	5	0.01	0.96	0.91	0.96	0.95	0.98	237	13	167	5	0.01	0.96	0.91	0.96	0.95	0.98	237	13	167	5	0.01
convnetRun_9922.out	ImageNetInceptionV2	CHEMBL3638364	momentum	0.01	5	0	0	0.5	1	0	0.97	0.94	0.97	0.99	0.95	192	1	191	11	1	0.97	0.94	0.97	0.99	0.95	192	1	191	11	1	0.97	0.94	0.97	0.99	0.95	192	1	191	11	1	0.95	0.9	0.95	0.99	0.91	193	1	182	19	1	0.95	0.9	0.95	0.99	0.91	193	1	182	19	1	0.95	0.9	0.95	0.99	0.91	193	1	182	19	1
convnetRun_14862.out	ImageNetInceptionV2	CHEMBL3638364	adam	0.0005	20	0	0	0.8	1	0	0.97	0.93	0.96	0.96	0.97	215	8	187	7	0.41	0.97	0.93	0.96	0.97	0.96	214	7	188	8	0.5	0.97	0.93	0.96	0.97	0.96	214	7	188	8	0.5	0.94	0.87	0.94	0.95	0.93	208	12	182	15	0.59	0.94	0.87	0.94	0.95	0.92	206	10	184	17	0.66	0.94	0.87	0.94	0.95	0.92	206	10	184	17	0.66
convnetRun_17349.out	ImageNetInceptionV2	CHEMBL3638364	momentum	0.01	40	0	0	0.8	1	0	0.97	0.93	0.96	0.95	0.98	216	11	191	4	0.05	0.97	0.93	0.96	0.99	0.95	208	3	199	12	0.95	0.97	0.93	0.96	0.99	0.95	208	3	199	12	0.95	0.98	0.95	0.98	0.97	0.98	223	6	189	4	0.36	0.98	0.95	0.98	0.97	0.98	223	6	189	4	0.36	0.98	0.95	0.98	0.97	0.98	223	6	189	4	0.36
convnetRun_14865.out	ImageNetInceptionV2	CHEMBL3638364	adam	0.005	20	0	0	0.8	1	0	0.97	0.93	0.96	0.96	0.97	207	8	200	7	0.98	0.97	0.93	0.96	0.96	0.97	207	8	200	7	0.98	0.97	0.93	0.96	0.96	0.97	207	8	200	7	0.98	0.97	0.93	0.97	0.97	0.97	233	8	175	6	0.97	0.97	0.93	0.97	0.97	0.97	233	8	175	6	0.97	0.97	0.93	0.97	0.97	0.97	233	8	175	6	0.97
convnetRun_5228.out	CNNModel	CHEMBL3638364	adam	0.01	20	16	0	0.6	0	0	0.97	0.93	0.96	0.97	0.97	28	1	26	1	1	0.97	0.93	0.96	0.97	0.97	28	1	26	1	1	0.97	0.93	0.96	0.97	0.97	28	1	26	1	1	0.97	0.93	0.96	0.97	0.97	33	1	21	1	1	0.97	0.93	0.96	0.97	0.97	33	1	21	1	1	0.97	0.93	0.96	0.97	0.97	33	1	21	1	1
convnetRun_238.out	AlexNetModel	CHEMBL3638364	adam	0.005	5	2048	2048	0.5	0	0	0.97	0.93	0.96	0.97	0.97	30	1	24	1	1	0.97	0.93	0.96	0.97	0.97	30	1	24	1	1	0.97	0.93	0.96	0.97	0.97	30	1	24	1	1	0.96	0.93	0.96	0.96	0.96	23	1	31	1	1	0.96	0.93	0.96	0.96	0.96	23	1	31	1	1	0.96	0.93	0.96	0.96	0.96	23	1	31	1	1
convnetRun_7.out	ImageNetInceptionV2	CHEMBL3638364	adam	0.01	5	0	0	0.5	0	0	0.97	0.93	0.96	0.97	0.97	31	1	22	1	1	0.97	0.93	0.96	0.97	0.97	31	1	22	1	1	0.97	0.93	0.96	0.97	0.97	31	1	22	1	1	0.97	0.93	0.96	0.97	0.97	29	1	24	1	1	0.97	0.93	0.96	0.97	0.97	29	1	24	1	1	0.97	0.93	0.96	0.97	0.97	29	1	24	1	1
convnetRun_5182.out	AlexNetModel	CHEMBL3638364	adam	0.01	20	2048	2048	0.5	0	0	0.97	0.93	0.96	0.97	0.97	31	1	23	1	1	0.97	0.93	0.96	0.97	0.97	31	1	23	1	1	0.97	0.93	0.96	0.97	0.97	31	1	23	1	1	0.96	0.93	0.96	0.96	0.96	27	1	27	1	1	0.96	0.93	0.96	0.96	0.96	27	1	27	1	1	0.96	0.93	0.96	0.96	0.96	27	1	27	1	1
convnetRun_17367.out	ImageNetInceptionV2	CHEMBL3638364	RMSprop	0.0005	40	0	0	0.8	1	0	0.97	0.93	0.97	0.96	0.97	208	8	195	6	0.58	0.97	0.93	0.97	0.96	0.97	208	8	195	6	0.58	0.97	0.93	0.97	0.96	0.97	208	8	195	6	0.58	0.97	0.94	0.97	0.96	0.98	213	8	191	5	0.2	0.97	0.94	0.97	0.96	0.98	213	8	191	5	0.2	0.97	0.94	0.97	0.96	0.98	213	8	191	5	0.2
convnetRun_2934.out	CNNModel	CHEMBL3638364	adam	0.01	10	512	0	0.8	0	0	0.97	0.93	0.96	0.97	0.97	28	1	25	1	1	0.97	0.93	0.96	0.97	0.97	28	1	25	1	1	0.97	0.93	0.96	0.97	0.97	28	1	25	1	1	0.96	0.93	0.96	0.96	0.96	25	1	28	1	1	0.96	0.93	0.96	0.96	0.96	25	1	28	1	1	0.96	0.93	0.96	0.96	0.96	25	1	28	1	1
convnetRun_5229.out	CNNModel	CHEMBL3638364	adam	0.01	20	16	0	0.8	0	0	0.97	0.93	0.96	0.97	0.97	28	1	26	1	1	0.97	0.93	0.96	0.97	0.97	28	1	26	1	1	0.97	0.93	0.96	0.97	0.97	28	1	26	1	1	0.96	0.93	0.96	0.96	0.96	23	1	31	1	1	0.96	0.93	0.96	0.96	0.96	23	1	31	1	1	0.96	0.93	0.96	0.96	0.96	23	1	31	1	1
convnetRun_7704.out	CNNModel	CHEMBL3638364	adam	0.01	40	16	0	0.8	0	0	0.97	0.93	0.96	0.97	0.97	34	1	21	1	0.13	0.97	0.93	0.96	0.97	0.97	34	1	21	1	0.13	0.97	0.93	0.96	0.97	0.97	34	1	21	1	0.13	0.91	0.79	0.89	0.86	0.97	31	5	20	1	0.21	0.91	0.79	0.89	0.86	0.97	31	5	20	1	0.21	0.91	0.79	0.89	0.86	0.97	31	5	20	1	0.21
convnetRun_277.out	CNNModel	CHEMBL3638364	adam	0.01	5	16	0	0.5	0	0	0.97	0.93	0.96	0.97	0.97	29	1	23	1	1	0.97	0.93	0.96	0.97	0.97	29	1	23	1	1	0.97	0.93	0.96	0.97	0.97	29	1	23	1	1	0.96	0.93	0.96	0.96	0.96	26	1	26	1	1	0.96	0.93	0.96	0.96	0.96	26	1	26	1	1	0.96	0.93	0.96	0.96	0.96	26	1	26	1	1
convnetRun_14879.out	ImageNetInceptionV2	CHEMBL3638364	momentum	0.005	20	0	0	0.6	1	0	0.97	0.93	0.97	1	0.94	208	1	198	13	1	0.97	0.93	0.97	1	0.94	208	1	198	13	1	0.97	0.93	0.97	1	0.94	208	1	198	13	1	0.95	0.89	0.94	1	0.9	212	1	184	23	1	0.95	0.89	0.94	1	0.9	212	1	184	23	1	0.95	0.89	0.94	1	0.9	212	1	184	23	1
convnetRun_5190.out	AlexNetModel	CHEMBL3638364	adam	0.005	20	2048	2048	0.8	0	0	0.97	0.92	0.96	0.97	0.97	28	1	23	1	1	0.97	0.92	0.96	0.97	0.97	28	1	23	1	1	0.97	0.92	0.96	0.97	0.97	28	1	23	1	1	0.97	0.92	0.96	0.97	0.97	30	1	21	1	1	0.97	0.92	0.96	0.97	0.97	30	1	21	1	1	0.97	0.92	0.96	0.97	0.97	30	1	21	1	1
convnetRun_2754.out	CNNModel	CHEMBL3638364	adam	0.01	10	16	0	0.8	0	0	0.97	0.92	0.96	0.97	0.97	28	1	23	1	1	0.97	0.92	0.96	0.97	0.97	28	1	23	1	1	0.97	0.92	0.96	0.97	0.97	28	1	23	1	1	0.96	0.92	0.96	0.96	0.96	27	1	24	1	1	0.96	0.92	0.96	0.96	0.96	27	1	24	1	1	0.96	0.92	0.96	0.96	0.96	27	1	24	1	1
convnetRun_7883.out	CNNModel	CHEMBL3638364	adam	0.01	40	512	0	0.6	0	0	0.97	0.92	0.96	0.97	0.97	32	1	21	1	1	0.97	0.92	0.96	0.97	0.97	32	1	21	1	1	0.97	0.92	0.96	0.97	0.97	32	1	21	1	1	0.97	0.92	0.96	0.97	0.97	33	1	20	1	1	0.97	0.92	0.96	0.97	0.97	33	1	20	1	1	0.97	0.92	0.96	0.97	0.97	33	1	20	1	1
convnetRun_5363.out	CNNModel	CHEMBL3638364	adam	0.01	20	256	0	0.6	0	0	0.97	0.92	0.96	0.97	0.97	30	1	22	1	1	0.97	0.92	0.96	0.97	0.97	30	1	22	1	1	0.97	0.92	0.96	0.97	0.97	30	1	22	1	1	0.97	0.93	0.96	0.97	0.97	29	1	23	1	1	0.97	0.93	0.96	0.97	0.97	29	1	23	1	1	0.97	0.93	0.96	0.97	0.97	29	1	23	1	1
convnetRun_2993.out	ImageNetInceptionV2	CHEMBL5077	momentum	0.01	10	0	0	0.6	0	0	0.96	0.94	0.97	0.98	0.95	53	1	77	3	1	0.96	0.94	0.97	0.98	0.95	53	1	77	3	1	0.96	0.94	0.97	0.98	0.95	53	1	77	3	1	0.96	0.91	0.96	0.99	0.93	69	1	59	5	1	0.96	0.91	0.96	0.99	0.93	69	1	59	5	1	0.96	0.91	0.96	0.99	0.93	69	1	59	5	1
convnetRun_2714.out	AlexNetModel	CHEMBL3638364	adam	0.005	10	2048	2048	0.6	0	0	0.96	0.93	0.96	0.96	0.96	27	1	28	1	1	0.96	0.93	0.96	0.96	0.96	27	1	28	1	1	0.96	0.93	0.96	0.96	0.96	27	1	28	1	1	0.97	0.93	0.96	0.97	0.97	29	1	26	1	1	0.97	0.93	0.96	0.97	0.97	29	1	26	1	1	0.97	0.93	0.96	0.97	0.97	29	1	26	1	1
convnetRun_2981.out	ImageNetInceptionV2	CHEMBL5077	adam	0.0005	10	0	0	0.6	0	0	0.96	0.93	0.97	0.99	0.94	66	1	81	4	1	0.96	0.93	0.97	0.99	0.94	66	1	81	4	1	0.96	0.93	0.97	0.99	0.94	66	1	81	4	1	0.97	0.95	0.97	0.99	0.96	74	1	74	3	1	0.97	0.95	0.97	0.99	0.96	74	1	74	3	1	0.97	0.95	0.97	0.99	0.96	74	1	74	3	1
convnetRun_324.out	CNNModel	CHEMBL3638364	adam	0.01	5	32	0	0.8	0	0	0.96	0.93	0.96	0.96	0.96	27	1	26	1	1	0.96	0.93	0.96	0.96	0.96	27	1	26	1	1	0.96	0.93	0.96	0.96	0.96	27	1	26	1	1	0.96	0.93	0.96	0.96	0.96	27	1	26	1	1	0.96	0.93	0.96	0.96	0.96	27	1	26	1	1	0.96	0.93	0.96	0.96	0.96	27	1	26	1	1
convnetRun_9941.out	ImageNetInceptionV2	CHEMBL3638364	RMSprop	0.0005	5	0	0	0.6	1	0	0.96	0.93	0.96	0.99	0.94	191	1	190	13	1	0.96	0.93	0.96	0.99	0.94	191	1	190	13	1	0.96	0.93	0.96	0.99	0.94	191	1	190	13	1	0.97	0.94	0.97	1	0.94	202	1	180	12	1	0.97	0.94	0.97	1	0.94	202	1	180	12	1	0.97	0.94	0.97	1	0.94	202	1	180	12	1
convnetRun_7792.out	CNNModel	CHEMBL3638364	adam	0.01	40	128	0	0.5	0	0	0.96	0.93	0.96	0.96	0.96	23	1	32	1	1	0.96	0.93	0.96	0.96	0.96	23	1	32	1	1	0.96	0.93	0.96	0.96	0.96	23	1	32	1	1	0.96	0.93	0.96	0.96	0.96	22	1	33	1	1	0.96	0.93	0.96	0.96	0.96	22	1	33	1	1	0.96	0.93	0.96	0.96	0.96	22	1	33	1	1
