CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452006	Drug metabolism					Drug metabolism				metabolite_detected		0				1488281	CHEMBL3534111	A	Drug metabolism in cynomolgus monkey assessed as 2-(6-carbamoyl-7-methoxyquinolin-4-ylamino)-3-((2-(6-carbamoyl-7-methoxyquinolin-4-ylamino)-3-(carboxymethylamino)-3-oxopropyl)disulfanyl)propanoic acid formation at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	100710	CHEMBL613847	ORGANISM		Cynomolgus monkey	Macaca fascicularis	1	Non-molecular			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL2105704	1377974	CHEMBL1289601	716009	LENVATINIB MESYLATE	Lenvatinib, E7080, C7	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452051	Retention_time	=	46.4	min		Retention_time	=	46.4	min			0		UO_0000031	http://qudt.org/vocab/unit#MinuteTime	1485948	CHEMBL3536188	A	Drug retention time in cynomolgus monkey treated with 30 mg/kg, po of [14C]lenvatinib administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	100710	CHEMBL613847	ORGANISM		Cynomolgus monkey	Macaca fascicularis	1	Non-molecular			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL2105704	1377974	CHEMBL1289601	716009	LENVATINIB MESYLATE	Lenvatinib, E7080, C7	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452049	Drug metabolism					Drug metabolism				metabolite_not_detected		0				1485945	CHEMBL3536187	P	Drug metabolism in potassium phosphate buffer at pH 7.4 assessed as decrease of parent compound at 50 uM in presence of S-methylcysteine	1	Scientific Literature				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	SID137276042	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	14334842	Potency		8407.1	nM		Potency		8.4071	uM	inactive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1301766	CHEMBL3214813	F	PubChem BioAssay. qHTS profiling of the MIPE4 collection as inhibitors of Plasmodium falciparum (DD2) proliferation (Rep 2).   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			51887	CHEMBL1201862											
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	SID137276042	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	14081573	Potency		14950.2	nM		Potency		14.9502	uM	inactive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1301444	CHEMBL3215001	F	PubChem BioAssay. qHTS profiling of the MIPE4 collection as inhibitors of Plasmodium falciparum (DD2) proliferation.   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			51887	CHEMBL1201862											
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	SID137276042	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	11494176	Potency		41762.9	nM		Potency		41.7629	uM	inactive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	845111	CHEMBL2114722	F	PubChem BioAssay. Cell Proliferation Assay against the HBL1 Cell Line. (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	SID137276042	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	15571731	Potency		29565.9	nM		Potency		29.5659	uM	inconclusive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1495271	CHEMBL3562002	F	PubChem BioAssay. Immunotoxin (HA22) sensitization/mitigation study. Vehicle arm (PBS).   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452000	Drug excretion	=	19	%		Drug excretion	=	19	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1488275	CHEMBL3533798	A	Drug excretion in cynomolgus monkey urine at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452027	Drug metabolism					Drug metabolism				metabolite_detected		0				1488297	CHEMBL3534127	A	Drug metabolism in cynomolgus monkey assessed as parent compound level in liver at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452022	Drug metabolism					Drug metabolism				metabolite_detected		0				1488292	CHEMBL3534122	A	Drug metabolism in cynomolgus monkey assessed as 2-(6-carbamoyl-7-methoxyquinolin-4-ylamino)-3-mercaptopropanoic acid metabolite level in liver at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452024	Drug metabolism					Drug metabolism				metabolite_detected		0				1488294	CHEMBL3534124	A	Drug metabolism in cynomolgus monkey assessed as 2-(6-carbamoyl-7-methoxyquinolin-4-ylamino)-3-(6-carbamoyl-7-methoxyquinolin-4-ylthio)propanoic acid metabolite level in urine at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452007	Drug metabolism					Drug metabolism				metabolite_detected		0				1488282	CHEMBL3534112	A	Drug metabolism in cynomolgus monkey assessed as 2-(6-carbamoyl-7-methoxyquinolin-4-ylamino)-3-mercaptopropanoic acid formation at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	100710	CHEMBL613847	ORGANISM		Cynomolgus monkey	Macaca fascicularis	1	Non-molecular			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL2105704	1377974	CHEMBL1289601	716009	LENVATINIB MESYLATE	Lenvatinib, E7080, C7	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452042	Drug metabolism					Drug metabolism				tde		0				1485937	CHEMBL3536179	A	Drug metabolism in human liver S9 fraction assessed as decrease of parent compound level at 50 uM up to 120 mins by HPLC analysis in presence of GSH and absence of NADPH	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000221	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL2105704	1377974	CHEMBL1289601	716009	LENVATINIB MESYLATE	Lenvatinib, E7080, C7	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452038	Drug metabolism					Drug metabolism				metabolite_detected		0				1485933	CHEMBL3536175	A	Drug metabolism in cynomolgus monkey liver S9 fraction assessed as 5-(3-(6-carbamoyl-7-methoxyquinolin-4-ylthio)-1-(carboxymethylamino)-1-oxopropan-2-ylamino)-2-methyl-5-oxopentanoic acid level at 50 uM up to 120 mins by HPLC analysis in presence of GSH and absence of NADPH	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000221	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL2105704	1377974	CHEMBL1289601	716009	LENVATINIB MESYLATE	Lenvatinib, E7080, C7	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452032	Drug metabolism					Drug metabolism				metabolite_detected		0				1486706	CHEMBL3534032	A	Drug metabolism in Sprague-Dawley rat liver S9 fraction assessed as 5-(3-(6-carbamoyl-7-methoxyquinolin-4-ylthio)-1-(carboxymethylamino)-1-oxopropan-2-ylamino)-2-methyl-5-oxopentanoic acid level at 50 uM up to 120 mins by HPLC analysis in presence of GSH and absence of NADPH	1	Scientific Literature	Rattus norvegicus	Sprague-Dawley	10116	Autocuration	BAO_0000221	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	Lenvatinib	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	14982874	TIME	=	.2833	hr		Time	=	17	min			0		UO_0000032	http://qudt.org/vocab/unit#Hour	1445348	CHEMBL3378500	B	Binding affinity to VEGFR2 (unknown origin) assessed as residence time	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10980	CHEMBL279	SINGLE PROTEIN	P35968	Vascular endothelial growth factor receptor 2	Homo sapiens	9	Protein			90108	CHEMBL3352300	25589937	ACS Med. Chem. Lett.	2015	6	1	89					
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	SID137276042	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	14080676	Potency		20931	nM		Potency		20.931	uM	active		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1301440	CHEMBL3214997	F	PubChem BioAssay. Cell Proliferation Assay Versus the ED40515 IL2 Dependent  ATL cell lines.   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	SID137276042	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	15543995	Potency		26350.6	nM		Potency		26.3506	uM	inconclusive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1495336	CHEMBL3562067	F	PubChem BioAssay. Immunotoxin (HA22) sensitization/mitigation study - treatment arm (low dose).   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000218	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452017	Drug metabolism					Drug metabolism				metabolite_detected		0				1488287	CHEMBL3534117	A	Drug metabolism in cynomolgus monkey assessed as 5-(3-(6-carbamoyl-7-methoxyquinolin-4-ylthio)-1-(carboxymethylamino)-1-oxopropan-2-ylamino)-2-methyl-5-oxopentanoic acid metabolite level in liver at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452025	Drug metabolism					Drug metabolism				metabolite_detected		0				1488295	CHEMBL3534125	A	Drug metabolism in cynomolgus monkey assessed as 2-(6-carbamoyl-7-methoxyquinolin-4-ylamino)-3-(6-carbamoyl-7-methoxyquinolin-4-ylthio)propanoic acid metabolite level in liver at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452003	Drug metabolism					Drug metabolism				metabolite_detected		0				1488278	CHEMBL3533801	A	Drug metabolism in cynomolgus monkey assessed as 2-(6-carbamoyl-7-methoxyquinolin-4-ylthio)acetic acid formation at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	100710	CHEMBL613847	ORGANISM		Cynomolgus monkey	Macaca fascicularis	1	Non-molecular			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL3527309	1925015	CHEMBL1289601	716009		[14C]Lenvatinib	426.86	4.07	115.57	0	COc1cc2n[14cH]cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N.CS(=O)(=O)O	15452005	Drug metabolism					Drug metabolism				metabolite_detected		0				1488280	CHEMBL3534110	A	Drug metabolism in cynomolgus monkey assessed as 3,3'-disulfanediylbis(2-(6-carbamoyl-7-methoxyquinolin-4-ylamino)propanoic acid) formation at 30 mg/kg, po administered on day 1, 2 and 4 by radio-LC/MS analysis	1	Scientific Literature	Macaca fascicularis		9541	Autocuration	BAO_0000218	100710	CHEMBL613847	ORGANISM		Cynomolgus monkey	Macaca fascicularis	1	Non-molecular			91973	CHEMBL3526157	22207053	Drug Metab. Dispos.	2012	40	4	662					
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	Lenvatinib	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	14982871	Kd	=	2.1	nM	8.68	Kd	=	2.1	nmol/L			0	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	1445347	CHEMBL3378499	B	Binding affinity to VEGFR2 (unknown origin) by proteros reporter displacement assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10980	CHEMBL279	SINGLE PROTEIN	P35968	Vascular endothelial growth factor receptor 2	Homo sapiens	9	Protein	Pkinase_Tyr	high	90108	CHEMBL3352300	25589937	ACS Med. Chem. Lett.	2015	6	1	89					
CHEMBL1289601	716009	CHEMBL1289601	716009	LENVATINIB	lenvatinib, E7080	426.86	4.07	115.57	0	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N	15247907	IC50	=	10	nM	8	IC50	=	10	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1477231	CHEMBL3428796	B	Inhibition of KIF5B/RET (unknown origin) autophoshorylation	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000224	109645	CHEMBL3430888	CHIMERIC PROTEIN	P07949, P33176	Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET	Homo sapiens	7	Protein complex			91749	CHEMBL3425502	25625428	J. Med. Chem.	2015	58	9	3672					
