CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	19h, ONO-RS-411	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	289546	ID50	>	.5	mg.kg-1		ID50	>	500	ug kg-1			0		UO_0000308		74021	CHEMBL688094	F	Inhibition of LTB4 induced bronchoconstriction in guinea pig at dose of 3 ug/kg given intravenously	1	Scientific Literature	Cavia porcellus		10141	Intermediate	BAO_0000218	50512	CHEMBL369	ORGANISM		Cavia porcellus	Cavia porcellus	1	Non-molecular			9529	CHEMBL1123967	3336036	J. Med. Chem.	1988	31	1	84					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	41, (ONO-1078)	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	134752	Activity	=	7	-		Activity	=	7				0	BAO_0000181			86068	CHEMBL696011	F	Fold shift in LTD4 dose response curve 24 hr following 450 mg oral dose	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000218	50587	CHEMBL372	ORGANISM		Homo sapiens	Homo sapiens	1	Non-molecular			13449	CHEMBL1129361	8709092	J. Med. Chem.	1996	39	14	2629					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	41, (ONO-1078)	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	134753	Activity	=	28	-		Activity	=	28				0	BAO_0000181			86069	CHEMBL696012	F	Fold shift in LTD4 dose response curve 3-5 hr after 5 days 450 mg bid	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000218	50587	CHEMBL372	ORGANISM		Homo sapiens	Homo sapiens	1	Non-molecular			13449	CHEMBL1129361	8709092	J. Med. Chem.	1996	39	14	2629					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	2	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	788890	Inhibition	=	50.1	%		Inhibition	=	50.1	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	75211	CHEMBL686588	F	Compound was tested for its ability to block antigen induced airway obstruction in guinea pig at dose 1 mg/kg at 1 hr	1	Scientific Literature	Cavia porcellus		10141	Intermediate	BAO_0000218	50512	CHEMBL369	ORGANISM		Cavia porcellus	Cavia porcellus	1	Non-molecular			2938	CHEMBL1130713	9934474	Bioorg. Med. Chem. Lett.	1998	8	24	3577					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	SID50126316	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	15583851	Ac50		15.85	uM		Ac50		15.84893192	uM	inactive		0	BAO_0000186	UO_0000064	http://www.openphacts.org/units/Micromolar	1495333	CHEMBL3562064	F	PubChem BioAssay. qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen 2, blue channel.   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	PRANLUKAST	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	13994569	Hepatotoxicity (acute)	=	0	-		Hepatotoxicity (acute)	=	0		references out of a total of 1		0				1301377	CHEMBL3137724	T	Acute liver toxicity defined via clinical observations and clear clinical-chemistry results: serum ALT or AST activity > 6 N or serum alkaline phosphatases activity > 1.7 N. This category includes cytolytic, choleostatic and mixed liver toxicity. Value is number of references indexed. [column 'AIGUE' in source]	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000221	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			77450	CHEMBL3137667	15646539	Gastroenterol Clin Biol	2004	28	8-9	720					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	PRANLUKAST	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	13994575	Hepatotoxicity (cirrhosis)	=	0	-		Hepatotoxicity (cirrhosis)	=	0		references out of a total of 1		0				1301383	CHEMBL3137730	T	Cirrhosis, proven histopathologically. Value is number of references indexed. [column 'CIRRH' in source]	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			77450	CHEMBL3137667	15646539	Gastroenterol Clin Biol	2004	28	8-9	720					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	PRANLUKAST	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	13994580	Hepatotoxicity (benign tumour)	=	0	-		Hepatotoxicity (benign tumour)	=	0		references out of a total of 1		0				1301388	CHEMBL3137735	T	Benign tumor, proven histopathologically. Value is number of references indexed. [column 'T.BEN' in source]	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			77450	CHEMBL3137667	15646539	Gastroenterol Clin Biol	2004	28	8-9	720					
CHEMBL3810125	2088111	CHEMBL21333	26451		Onon	481.51	4.63	123	0	O.O=C(Nc1cccc2C(=O)C=C(Oc12)c3nnn[nH]3)c4ccc(OCCCCc5ccccc5)cc4	16606798	IC50	=	23	nM	7.64	IC50	=	.023	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1579540	CHEMBL3810886	B	Antagonist activity against CysLT1 receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of LTD4-induced calcium mobilization pre-incubated for 10 mins before LTD4 addition by Fluo-4 AM dye based fluorimetric assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	179	CHEMBL1798	SINGLE PROTEIN	Q9Y271	Cysteinyl leukotriene receptor 1	Homo sapiens	9	Protein	7tm_1	high	99336	CHEMBL3808374	26985325	ACS Med. Chem. Lett.	2016	7	3	335	722	CHEMBL3307715	HEK293		
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	41, (ONO-1078)	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	134750	pKB	=	7.5	-		pKB	=	7.5				0				77022	CHEMBL686852	F	Compound was tested for LTD4 guinea pig trachea contraction	1	Scientific Literature	Cavia porcellus		10141	Intermediate	BAO_0000218	50512	CHEMBL369	ORGANISM		Cavia porcellus	Cavia porcellus	1	Non-molecular			13449	CHEMBL1129361	8709092	J. Med. Chem.	1996	39	14	2629					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	Pranlukast	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	418735	IC50	=	1	nM	9	IC50	=	1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	211736	CHEMBL815865	F	In vitro blocking of extracellular calcium mobilization in human U937 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	80566	CHEMBL612794	CELL-LINE		U-937	Homo sapiens	1	Non-molecular			3341	CHEMBL1131991	10509933	Bioorg. Med. Chem. Lett.	1999	9	18	2773	379	CHEMBL3308006	U-937		
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	19h, ONO-RS-411	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	289540	ID50	=	.0008	mg.kg-1		ID50	=	.8	ug kg-1			0		UO_0000308		74004	CHEMBL685758	F	In vivo inhibition of LTD4-induced bronchoconstriction in anesthetized guinea pig.	1	Scientific Literature	Cavia porcellus		10141	Autocuration	BAO_0000218	104726	CHEMBL2094254	PROTEIN FAMILY	Q9NS75, Q9Y271	Cysteinyl leukotriene receptor	Homo sapiens	4	Multiple homologous proteins			9529	CHEMBL1123967	3336036	J. Med. Chem.	1988	31	1	84					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	pranlukast	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	3307652	Activity	=	1167.7	nm		Activity	=	1167.7	nm			0	BAO_0000181	UO_0000018		635255	CHEMBL1118195	P	Colloidal aggregation in fed state simulated intestinal fluid assessed as colloid radius at 50 uM by dynamic light scattering assay in presence of 1% DMSO	1	Scientific Literature				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			51298	CHEMBL1155470	20426472	J. Med. Chem.	2010	53	10	4259					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	ONO-1078	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	348088	Inhibition	=	80	%		Inhibition	=	80	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	77643	CHEMBL693738	F	Inhibition of ovalbumin-induced contraction (10 ng/mL) of guinea pig trachea at 10 uM.	1	Scientific Literature	Cavia porcellus		10141	Intermediate	BAO_0000218	50512	CHEMBL369	ORGANISM		Cavia porcellus	Cavia porcellus	1	Non-molecular			14340	CHEMBL1129983	9089329	J. Med. Chem.	1997	40	7	1075					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	SID50126316	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	15595583	AC50		35481.3	nM		AC50		35.4813	uM	inactive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1495415	CHEMBL3562146	F	PubChem BioAssay. qHTS Assay for Identifying Compounds that block Entry of Ebola Virus, Screen 2 ratio channel.   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	SID50126316	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	15591481	Ac50		35.48	uM		Ac50		35.48133892	uM	inactive		0	BAO_0000186	UO_0000064	http://www.openphacts.org/units/Micromolar	1495421	CHEMBL3562152	F	PubChem BioAssay. qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen2, ratio channel.   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	Pranlukast	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	418737	ED50					ED50			mg kg-1	Not Determined		0	BAO_0003036			73820	CHEMBL683995	F	Compound was evaluated in vivo for cysLT1 receptor induced airway obstruction in guinea pig (OA) at 1.0 hour after oral administration; NT means not tested	1	Scientific Literature	Cavia porcellus		10141	Intermediate	BAO_0000218	50512	CHEMBL369	ORGANISM		Cavia porcellus	Cavia porcellus	1	Non-molecular			3341	CHEMBL1131991	10509933	Bioorg. Med. Chem. Lett.	1999	9	18	2773					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	PRANLUKAST	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	13994578	Hepatotoxicity (steatosis)	=	0	-		Hepatotoxicity (steatosis)	=	0		references out of a total of 1		0				1301386	CHEMBL3137733	T	Steatosis, proven histopathologically. Value is number of references indexed. [column 'STEAT' in source]	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			77450	CHEMBL3137667	15646539	Gastroenterol Clin Biol	2004	28	8-9	720					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	PRANLUKAST	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	13994572	Hepatotoxicity (choleostasis)	=	0	-		Hepatotoxicity (choleostasis)	=	0		references out of a total of 1		0				1301380	CHEMBL3137727	T	Choleostatic liver toxicity, either proven histopathologically or where the ratio of maximal ALT or AST activity above normal to that of Alkaline Phosphatase is < 2 (see ACUTE). Value is number of references indexed. [column 'CHOLE' in source]	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000221	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			77450	CHEMBL3137667	15646539	Gastroenterol Clin Biol	2004	28	8-9	720					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	1 (pranlukast)	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	902193	Kd	=	214000	nM		Kd	=	.000214	M l-1		Outside typical range	0	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	52039	CHEMBL666277	B	Dissociation constant for CysLT1 receptor was determined by the displacement of [3H]LTD4 from guinea pig lung membranes	1	Scientific Literature	Cavia porcellus		10141	Intermediate	BAO_0000221	102414	CHEMBL5645	SINGLE PROTEIN	Q2NNR5	Cysteinyl leukotriene receptor 1	Cavia porcellus	9	Protein	7tm_1	high	2101	CHEMBL1151597		Bioorg. Med. Chem. Lett.	1997	7	10	1331					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	2	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	788888	Ki	=	.8	nM	9.1	Ki	=	.0008	uM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	52385	CHEMBL663217	F	Antagonism of Cysteinyl leukotriene receptor 1 from guinea pig lung membranes	1	Scientific Literature	Cavia porcellus		10141	Intermediate	BAO_0000221	102414	CHEMBL5645	SINGLE PROTEIN	Q2NNR5	Cysteinyl leukotriene receptor 1	Cavia porcellus	9	Protein	7tm_1	high	2938	CHEMBL1130713	9934474	Bioorg. Med. Chem. Lett.	1998	8	24	3577					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	PRANLUKAST	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	13994568	Hepatotoxicity (moderate)	=	2.1	%		Hepatotoxicity (moderate)	=	2.1	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1301376	CHEMBL3137723	T	Highest frequency of moderate liver toxicity observed during clinical trials, expressed as a percentage. [column '% BIOL' in source]	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000221	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			77450	CHEMBL3137667	15646539	Gastroenterol Clin Biol	2004	28	8-9	720					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	PRANLUKAST	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	13994581	Hepatotoxicity (animal toxicity known)					Hepatotoxicity (animal toxicity known)					Potential missing data	0				1301389	CHEMBL3137736	T	Animal toxicity known. [column 'TOXIC' in source]	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			77450	CHEMBL3137667	15646539	Gastroenterol Clin Biol	2004	28	8-9	720					
CHEMBL21333	26451	CHEMBL21333	26451	PRANLUKAST	SID50126316	481.51	4.63	123	0	O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4	15594043	AC50		15848.9	nM		AC50		15.8489	uM	inactive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1495405	CHEMBL3562136	F	PubChem BioAssay. qHTS Assay for Identifying Compounds that block Entry of Ebola Virus, Screen 2 blue channel.   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
