CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	Regorafenib	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	16593469	EC50	>	1000	nM		EC50	>	1000	nM			0	BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1580312	CHEMBL3812152	F	Antiproliferative activity against human HT-29 cells after 72 hrs by MTT assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	80166	CHEMBL384	CELL-LINE		HT-29	Homo sapiens	1	Non-molecular			99340	CHEMBL3808348	27010810	J. Med. Chem.	2016	59	8	3886	786	CHEMBL3307768	HT-29		
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	BAY 73-4506, Stivarga	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	13349136	Ratio IC50	=	24	-		Ratio IC50	=	24				0				967713	CHEMBL2399714	B	Ratio of compound IC50 to sorafenib IC50 for human recombinant soluble epoxide hydrolase	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11727	CHEMBL2409	SINGLE PROTEIN	P34913	Epoxide hydratase	Homo sapiens	9	Protein			74096	CHEMBL2396585	23726028	Bioorg. Med. Chem. Lett.	2013	23	13	3732					
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	SID137275982	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	15571790	Potency		20931	nM		Potency		20.931	uM	active		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1495271	CHEMBL3562002	F	PubChem BioAssay. Immunotoxin (HA22) sensitization/mitigation study. Vehicle arm (PBS).   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	SID137275982	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	15557674	Potency		26350.6	nM		Potency		26.3506	uM	active		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1495303	CHEMBL3562034	F	PubChem BioAssay. Immunotoxin (SS1P) sensitization/mitigation study. Vehicle arm (DMEM).   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	SID137275982	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	11578770	Potency		18654.8	nM		Potency		18.6548	uM	inactive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	845166	CHEMBL2114777	F	PubChem BioAssay. Cell Proliferation Assay against a hMSC Cell Line. (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	regorafenib	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	15241395	EC50	=	1800	nM	5.75	EC50	=	1.8	uM			0	BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1474520	CHEMBL3423809	B	Potentiation of human GlyR-alpha1 expressed in Xenopus laevis oocytes assessed as induction of glycine-activated currents after 1 to 4 days by two-electrode voltage clamp assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	102688	CHEMBL5845	SINGLE PROTEIN	P23415	Glycine receptor subunit alpha-1	Homo sapiens	9	Protein	Neur_chan_LBD	high	91666	CHEMBL3421540	25790278	J. Med. Chem.	2015	58	7	2958					
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	Regorafenib	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	16593462	EC50	>	1000	nM		EC50	>	1000	nM			0	BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1580311	CHEMBL3812151	F	Antiproliferative activity against human A549 cells after 72 hrs by MTT assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	80682	CHEMBL392	CELL-LINE		A549	Homo sapiens	1	Non-molecular			99340	CHEMBL3808348	27010810	J. Med. Chem.	2016	59	8	3886	646	CHEMBL3307651	A549		
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	SID137275982	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	14081593	Potency		21117.7	nM		Potency		21.1177	uM	inactive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1301444	CHEMBL3215001	F	PubChem BioAssay. qHTS profiling of the MIPE4 collection as inhibitors of Plasmodium falciparum (DD2) proliferation.   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			51887	CHEMBL1201862											
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	SID137275982	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	14018344	Potency		4873.2	nM		Potency		4.8732	uM	active		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1301456	CHEMBL3215013	F	PubChem BioAssay. qHTS for small molecule inhibitors of Yes1 kinase: Primary Screen.   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000019	18033	CHEMBL2073	SINGLE PROTEIN	P07947	Tyrosine-protein kinase YES	Homo sapiens	9	Protein			51887	CHEMBL1201862											
CHEMBL1946170	1277553	CHEMBL1946170	1277553	REGORAFENIB	SID137275982	482.82	5.69	92.35	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	15547504	Potency		16626.1	nM		Potency		16.6261	uM	active		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	1495336	CHEMBL3562067	F	PubChem BioAssay. Immunotoxin (HA22) sensitization/mitigation study - treatment arm (low dose).   (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000218	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
